kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
1,1,1,15,21,stimuli/tunga_15.bmp,stimuli/tunga_21.bmp,
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
2,0,1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,space
1,1,1,15,21,stimuli/tunga_15.bmp,stimuli/tunga_21.bmp,
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
1,0,1,21,15,stimuli/tunga_21.bmp,stimuli/tunga_15.bmp,space
2,0,1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,space
1,1,1,15,21,stimuli/tunga_15.bmp,stimuli/tunga_21.bmp,
0,0,1,19,14,stimuli/tunga_19.bmp,stimuli/tunga_14.bmp,space
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
2,1,1,17,16,stimuli/tunga_17.bmp,stimuli/tunga_16.bmp,
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
2,1,1,17,16,stimuli/tunga_17.bmp,stimuli/tunga_16.bmp,
0,0,1,19,14,stimuli/tunga_19.bmp,stimuli/tunga_14.bmp,space
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
1,0,1,21,15,stimuli/tunga_21.bmp,stimuli/tunga_15.bmp,space
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
2,0,-1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,
1,1,1,15,21,stimuli/tunga_15.bmp,stimuli/tunga_21.bmp,
1,0,-1,21,15,stimuli/tunga_21.bmp,stimuli/tunga_15.bmp,
2,0,1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,space
0,0,1,19,14,stimuli/tunga_19.bmp,stimuli/tunga_14.bmp,space
2,0,-1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,
1,1,1,15,21,stimuli/tunga_15.bmp,stimuli/tunga_21.bmp,
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
1,0,1,21,15,stimuli/tunga_21.bmp,stimuli/tunga_15.bmp,space
1,1,-1,15,21,stimuli/tunga_15.bmp,stimuli/tunga_21.bmp,space
1,0,1,21,15,stimuli/tunga_21.bmp,stimuli/tunga_15.bmp,space
2,0,-1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,
0,1,1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,
2,0,1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,space
1,0,-1,21,15,stimuli/tunga_21.bmp,stimuli/tunga_15.bmp,
0,1,-1,14,19,stimuli/tunga_14.bmp,stimuli/tunga_19.bmp,space
2,0,1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,space
2,0,-1,16,17,stimuli/tunga_16.bmp,stimuli/tunga_17.bmp,
2,1,1,17,16,stimuli/tunga_17.bmp,stimuli/tunga_16.bmp,
