kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
2,1,1,24,19,stimuli/tunga_24.bmp,stimuli/tunga_19.bmp,
1,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,
1,0,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,space
1,0,-1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,
0,1,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,
1,1,-1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,space
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
2,1,1,24,19,stimuli/tunga_24.bmp,stimuli/tunga_19.bmp,
0,0,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,space
0,0,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,space
0,1,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,
1,0,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,space
0,1,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,
0,0,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,space
1,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,
2,1,1,24,19,stimuli/tunga_24.bmp,stimuli/tunga_19.bmp,
0,1,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
1,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,
0,1,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
0,1,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,
1,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,
2,0,-1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,
2,1,1,24,19,stimuli/tunga_24.bmp,stimuli/tunga_19.bmp,
1,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
0,0,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,space
1,1,-1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,space
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
0,0,-1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,
0,0,-1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,
2,0,1,19,24,stimuli/tunga_19.bmp,stimuli/tunga_24.bmp,space
1,1,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,
1,0,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,space
