kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,0
2,0,1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,0
2,0,1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,0
0,1,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,1
2,1,1,19,16,stimuli/tunga_19.bmp,stimuli/tunga_16.bmp,1
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,0
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,1
0,0,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,0
2,1,1,19,16,stimuli/tunga_19.bmp,stimuli/tunga_16.bmp,1
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,1
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,0
2,1,-1,19,16,stimuli/tunga_19.bmp,stimuli/tunga_16.bmp,0
0,0,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,0
0,1,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,1
0,0,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,0
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,0
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,1
2,0,1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,0
0,0,-1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,1
0,0,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,0
0,1,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,1
2,0,1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,0
2,0,1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,0
2,0,1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,0
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,1
0,1,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,1
0,1,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,1
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,0
2,0,-1,16,19,stimuli/tunga_16.bmp,stimuli/tunga_19.bmp,1
0,1,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,1
1,1,-1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,0
1,1,-1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,0
2,1,-1,19,16,stimuli/tunga_19.bmp,stimuli/tunga_16.bmp,0
0,0,-1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,1
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,1
2,1,-1,19,16,stimuli/tunga_19.bmp,stimuli/tunga_16.bmp,0
