kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
0,0,-1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,1
2,1,-1,24,14,stimuli/tunga_24.bmp,stimuli/tunga_14.bmp,0
0,0,1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,0
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
2,0,1,14,24,stimuli/tunga_14.bmp,stimuli/tunga_24.bmp,0
2,0,1,14,24,stimuli/tunga_14.bmp,stimuli/tunga_24.bmp,0
0,0,1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,0
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
2,1,1,24,14,stimuli/tunga_24.bmp,stimuli/tunga_14.bmp,1
2,1,1,24,14,stimuli/tunga_24.bmp,stimuli/tunga_14.bmp,1
2,1,1,24,14,stimuli/tunga_24.bmp,stimuli/tunga_14.bmp,1
0,1,1,17,20,stimuli/tunga_17.bmp,stimuli/tunga_20.bmp,1
2,1,1,24,14,stimuli/tunga_24.bmp,stimuli/tunga_14.bmp,1
2,0,1,14,24,stimuli/tunga_14.bmp,stimuli/tunga_24.bmp,0
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
0,1,1,17,20,stimuli/tunga_17.bmp,stimuli/tunga_20.bmp,1
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
2,0,1,14,24,stimuli/tunga_14.bmp,stimuli/tunga_24.bmp,0
0,0,-1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,1
0,0,-1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,1
1,1,-1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,0
0,1,1,17,20,stimuli/tunga_17.bmp,stimuli/tunga_20.bmp,1
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
0,0,1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,0
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
1,1,-1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,0
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
1,1,-1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,0
2,0,1,14,24,stimuli/tunga_14.bmp,stimuli/tunga_24.bmp,0
2,1,1,24,14,stimuli/tunga_24.bmp,stimuli/tunga_14.bmp,1
2,0,1,14,24,stimuli/tunga_14.bmp,stimuli/tunga_24.bmp,0
0,0,1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,0
0,1,1,17,20,stimuli/tunga_17.bmp,stimuli/tunga_20.bmp,1
0,0,1,20,17,stimuli/tunga_20.bmp,stimuli/tunga_17.bmp,0
