kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
2,1,1,14,15,stimuli/tunga_14.bmp,stimuli/tunga_15.bmp,1
1,0,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
0,1,-1,13,20,stimuli/tunga_13.bmp,stimuli/tunga_20.bmp,0
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
2,0,-1,15,14,stimuli/tunga_15.bmp,stimuli/tunga_14.bmp,1
1,1,-1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
0,1,1,13,20,stimuli/tunga_13.bmp,stimuli/tunga_20.bmp,1
0,1,1,13,20,stimuli/tunga_13.bmp,stimuli/tunga_20.bmp,1
0,0,-1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,1
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
2,1,1,14,15,stimuli/tunga_14.bmp,stimuli/tunga_15.bmp,1
2,1,1,14,15,stimuli/tunga_14.bmp,stimuli/tunga_15.bmp,1
2,0,1,15,14,stimuli/tunga_15.bmp,stimuli/tunga_14.bmp,0
1,0,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
2,1,1,14,15,stimuli/tunga_14.bmp,stimuli/tunga_15.bmp,1
2,0,1,15,14,stimuli/tunga_15.bmp,stimuli/tunga_14.bmp,0
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
2,0,1,15,14,stimuli/tunga_15.bmp,stimuli/tunga_14.bmp,0
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
2,0,1,15,14,stimuli/tunga_15.bmp,stimuli/tunga_14.bmp,0
1,0,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
0,1,1,13,20,stimuli/tunga_13.bmp,stimuli/tunga_20.bmp,1
1,0,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
2,1,-1,14,15,stimuli/tunga_14.bmp,stimuli/tunga_15.bmp,0
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
2,1,1,14,15,stimuli/tunga_14.bmp,stimuli/tunga_15.bmp,1
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
0,0,1,20,13,stimuli/tunga_20.bmp,stimuli/tunga_13.bmp,0
1,1,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,1
2,0,1,15,14,stimuli/tunga_15.bmp,stimuli/tunga_14.bmp,0
