kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
2,1,-1,17,24,stimuli/tunga_17.bmp,stimuli/tunga_24.bmp,0
2,0,-1,24,17,stimuli/tunga_24.bmp,stimuli/tunga_17.bmp,1
2,0,-1,24,17,stimuli/tunga_24.bmp,stimuli/tunga_17.bmp,1
0,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
2,1,1,17,24,stimuli/tunga_17.bmp,stimuli/tunga_24.bmp,1
1,0,1,23,15,stimuli/tunga_23.bmp,stimuli/tunga_15.bmp,0
0,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
2,0,1,24,17,stimuli/tunga_24.bmp,stimuli/tunga_17.bmp,0
1,1,-1,15,23,stimuli/tunga_15.bmp,stimuli/tunga_23.bmp,0
0,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
0,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
1,1,1,15,23,stimuli/tunga_15.bmp,stimuli/tunga_23.bmp,1
2,1,1,17,24,stimuli/tunga_17.bmp,stimuli/tunga_24.bmp,1
1,0,1,23,15,stimuli/tunga_23.bmp,stimuli/tunga_15.bmp,0
0,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
1,1,1,15,23,stimuli/tunga_15.bmp,stimuli/tunga_23.bmp,1
0,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
2,0,1,24,17,stimuli/tunga_24.bmp,stimuli/tunga_17.bmp,0
1,0,1,23,15,stimuli/tunga_23.bmp,stimuli/tunga_15.bmp,0
1,0,1,23,15,stimuli/tunga_23.bmp,stimuli/tunga_15.bmp,0
2,1,1,17,24,stimuli/tunga_17.bmp,stimuli/tunga_24.bmp,1
0,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
1,0,-1,23,15,stimuli/tunga_23.bmp,stimuli/tunga_15.bmp,1
2,1,1,17,24,stimuli/tunga_17.bmp,stimuli/tunga_24.bmp,1
0,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
1,1,1,15,23,stimuli/tunga_15.bmp,stimuli/tunga_23.bmp,1
2,1,1,17,24,stimuli/tunga_17.bmp,stimuli/tunga_24.bmp,1
2,0,1,24,17,stimuli/tunga_24.bmp,stimuli/tunga_17.bmp,0
1,0,1,23,15,stimuli/tunga_23.bmp,stimuli/tunga_15.bmp,0
0,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
1,1,1,15,23,stimuli/tunga_15.bmp,stimuli/tunga_23.bmp,1
0,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
0,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,1
0,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,0
1,1,1,15,23,stimuli/tunga_15.bmp,stimuli/tunga_23.bmp,1
2,0,-1,24,17,stimuli/tunga_24.bmp,stimuli/tunga_17.bmp,1
