kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
2,1,1,16,14,stimuli/tunga_16.bmp,stimuli/tunga_14.bmp,right
2,0,-1,14,16,stimuli/tunga_14.bmp,stimuli/tunga_16.bmp,right
0,1,1,13,23,stimuli/tunga_13.bmp,stimuli/tunga_23.bmp,right
1,0,-1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,right
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left
2,0,1,14,16,stimuli/tunga_14.bmp,stimuli/tunga_16.bmp,left
2,1,1,16,14,stimuli/tunga_16.bmp,stimuli/tunga_14.bmp,right
2,0,1,14,16,stimuli/tunga_14.bmp,stimuli/tunga_16.bmp,left
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,right
0,1,1,13,23,stimuli/tunga_13.bmp,stimuli/tunga_23.bmp,right
0,0,1,23,13,stimuli/tunga_23.bmp,stimuli/tunga_13.bmp,left
1,0,-1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,right
0,1,-1,13,23,stimuli/tunga_13.bmp,stimuli/tunga_23.bmp,left
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left
2,1,1,16,14,stimuli/tunga_16.bmp,stimuli/tunga_14.bmp,right
2,1,1,16,14,stimuli/tunga_16.bmp,stimuli/tunga_14.bmp,right
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left
0,1,1,13,23,stimuli/tunga_13.bmp,stimuli/tunga_23.bmp,right
2,1,1,16,14,stimuli/tunga_16.bmp,stimuli/tunga_14.bmp,right
1,0,1,21,22,stimuli/tunga_21.bmp,stimuli/tunga_22.bmp,left
2,0,1,14,16,stimuli/tunga_14.bmp,stimuli/tunga_16.bmp,left
0,0,-1,23,13,stimuli/tunga_23.bmp,stimuli/tunga_13.bmp,right
0,0,-1,23,13,stimuli/tunga_23.bmp,stimuli/tunga_13.bmp,right
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,right
2,0,1,14,16,stimuli/tunga_14.bmp,stimuli/tunga_16.bmp,left
2,1,1,16,14,stimuli/tunga_16.bmp,stimuli/tunga_14.bmp,right
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,right
0,0,1,23,13,stimuli/tunga_23.bmp,stimuli/tunga_13.bmp,left
0,0,1,23,13,stimuli/tunga_23.bmp,stimuli/tunga_13.bmp,left
0,1,1,13,23,stimuli/tunga_13.bmp,stimuli/tunga_23.bmp,right
0,1,1,13,23,stimuli/tunga_13.bmp,stimuli/tunga_23.bmp,right
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,right
1,1,1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,right
0,0,1,23,13,stimuli/tunga_23.bmp,stimuli/tunga_13.bmp,left
2,0,1,14,16,stimuli/tunga_14.bmp,stimuli/tunga_16.bmp,left
1,1,-1,22,21,stimuli/tunga_22.bmp,stimuli/tunga_21.bmp,left
