kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,right
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,left
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,left
2,0,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,left
2,1,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,right
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,right
0,0,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,left
2,0,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,left
1,0,-1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,right
0,1,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,right
0,1,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,right
1,1,-1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,left
0,0,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,left
2,1,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,right
0,0,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,left
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,left
0,1,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,right
2,1,-1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,left
0,0,-1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,right
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,right
0,0,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,left
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,left
2,0,-1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,right
0,1,1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,right
2,1,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,right
2,1,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,right
0,0,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,left
1,1,1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,right
2,0,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,left
0,1,-1,15,20,stimuli/tunga_15.bmp,stimuli/tunga_20.bmp,left
1,1,-1,18,14,stimuli/tunga_18.bmp,stimuli/tunga_14.bmp,left
2,1,-1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,left
2,0,1,21,24,stimuli/tunga_21.bmp,stimuli/tunga_24.bmp,left
1,0,1,14,18,stimuli/tunga_14.bmp,stimuli/tunga_18.bmp,left
2,1,1,24,21,stimuli/tunga_24.bmp,stimuli/tunga_21.bmp,right
0,0,1,20,15,stimuli/tunga_20.bmp,stimuli/tunga_15.bmp,left
