kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
1,1,-1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,0
1,1,1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,1
2,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
1,0,1,23,19,stimuli/tunga_23.bmp,stimuli/tunga_19.bmp,0
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
2,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
2,1,-1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
1,1,1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,1
0,1,1,14,20,stimuli/tunga_14.bmp,stimuli/tunga_20.bmp,1
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
2,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
1,1,1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,1
1,0,1,23,19,stimuli/tunga_23.bmp,stimuli/tunga_19.bmp,0
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
2,1,-1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,0
1,0,1,23,19,stimuli/tunga_23.bmp,stimuli/tunga_19.bmp,0
2,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
2,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
1,1,-1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,0
2,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
1,0,1,23,19,stimuli/tunga_23.bmp,stimuli/tunga_19.bmp,0
1,1,1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,1
2,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
0,1,1,14,20,stimuli/tunga_14.bmp,stimuli/tunga_20.bmp,1
0,1,1,14,20,stimuli/tunga_14.bmp,stimuli/tunga_20.bmp,1
1,1,1,19,23,stimuli/tunga_19.bmp,stimuli/tunga_23.bmp,1
2,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
0,0,1,20,14,stimuli/tunga_20.bmp,stimuli/tunga_14.bmp,0
2,1,1,18,17,stimuli/tunga_18.bmp,stimuli/tunga_17.bmp,1
1,0,1,23,19,stimuli/tunga_23.bmp,stimuli/tunga_19.bmp,0
0,1,1,14,20,stimuli/tunga_14.bmp,stimuli/tunga_20.bmp,1
2,0,1,17,18,stimuli/tunga_17.bmp,stimuli/tunga_18.bmp,0
0,1,-1,14,20,stimuli/tunga_14.bmp,stimuli/tunga_20.bmp,0
