kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
2,0,-1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,1
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
2,0,-1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,1
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
2,1,-1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
0,0,-1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
0,0,-1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,1
0,0,-1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,1
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
2,0,-1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,1
2,1,-1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,0
1,1,-1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
2,1,-1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,0
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
2,0,1,6,2,stimuli/tunga_06.bmp,stimuli/tunga_02.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
0,1,-1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
1,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,0
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
1,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,1
0,0,1,12,5,stimuli/tunga_12.bmp,stimuli/tunga_05.bmp,0
0,1,-1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,0
0,1,1,5,12,stimuli/tunga_05.bmp,stimuli/tunga_12.bmp,1
2,1,-1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,0
2,1,1,2,6,stimuli/tunga_02.bmp,stimuli/tunga_06.bmp,1
