kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correctAns
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
1,1,-1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,left
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
0,1,-1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,left
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
2,0,-1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,right
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
0,1,-1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,left
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
0,1,-1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
1,1,-1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
2,1,-1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,left
2,0,-1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,right
0,1,-1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
0,0,-1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,right
1,1,-1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,left
1,1,1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,right
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
1,0,1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,left
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
1,1,-1,2,10,stimuli/tunga_02.bmp,stimuli/tunga_10.bmp,left
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
2,1,1,9,3,stimuli/tunga_09.bmp,stimuli/tunga_03.bmp,right
0,0,-1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,right
0,1,1,1,7,stimuli/tunga_01.bmp,stimuli/tunga_07.bmp,right
2,0,1,3,9,stimuli/tunga_03.bmp,stimuli/tunga_09.bmp,left
0,0,1,7,1,stimuli/tunga_07.bmp,stimuli/tunga_01.bmp,left
1,0,-1,10,2,stimuli/tunga_10.bmp,stimuli/tunga_02.bmp,right
