kind,position,result,stim_left,stim_right,stim_left_name,stim_right_name,correct
0,0,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,0
2,1,1,5,6,stimuli/tunga_05.bmp,stimuli/tunga_06.bmp,1
2,1,1,5,6,stimuli/tunga_05.bmp,stimuli/tunga_06.bmp,1
2,0,1,6,5,stimuli/tunga_06.bmp,stimuli/tunga_05.bmp,0
0,1,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,1
0,0,-1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,1
2,1,-1,5,6,stimuli/tunga_05.bmp,stimuli/tunga_06.bmp,0
1,1,1,7,4,stimuli/tunga_07.bmp,stimuli/tunga_04.bmp,1
2,0,-1,6,5,stimuli/tunga_06.bmp,stimuli/tunga_05.bmp,1
0,0,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,0
0,0,-1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,1
2,0,-1,6,5,stimuli/tunga_06.bmp,stimuli/tunga_05.bmp,1
0,0,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,0
1,1,1,7,4,stimuli/tunga_07.bmp,stimuli/tunga_04.bmp,1
1,0,1,4,7,stimuli/tunga_04.bmp,stimuli/tunga_07.bmp,0
1,1,1,7,4,stimuli/tunga_07.bmp,stimuli/tunga_04.bmp,1
0,0,-1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,1
1,0,1,4,7,stimuli/tunga_04.bmp,stimuli/tunga_07.bmp,0
2,1,1,5,6,stimuli/tunga_05.bmp,stimuli/tunga_06.bmp,1
1,1,1,7,4,stimuli/tunga_07.bmp,stimuli/tunga_04.bmp,1
2,0,1,6,5,stimuli/tunga_06.bmp,stimuli/tunga_05.bmp,0
0,1,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,1
2,0,1,6,5,stimuli/tunga_06.bmp,stimuli/tunga_05.bmp,0
0,0,-1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,1
0,1,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,1
0,0,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,0
2,1,1,5,6,stimuli/tunga_05.bmp,stimuli/tunga_06.bmp,1
0,1,-1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,0
0,0,1,10,12,stimuli/tunga_10.bmp,stimuli/tunga_12.bmp,0
0,1,1,12,10,stimuli/tunga_12.bmp,stimuli/tunga_10.bmp,1
1,0,1,4,7,stimuli/tunga_04.bmp,stimuli/tunga_07.bmp,0
1,1,1,7,4,stimuli/tunga_07.bmp,stimuli/tunga_04.bmp,1
